ID,id,name,type,kegg,formula,super_class,class,sub_class,family,description,importance,odor_info,source
VOL_00156,Veratraldehyde,Veratraldehyde,metabolite,,C9H10O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,藜芦醛，由香兰素甲基化生成，具有甜香和香荚兰豆香。,中 - 增强烟草香荚兰豆香,甜香、香荚兰豆香、辛香,Flavor_database
VOL_00157,Veratryl alcohol,Veratryl alcohol,metabolite,,C9H12O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,藜芦醇，藜芦醛的还原产物。,中 - 香气前体,微弱甜香、花香,Flavor_database
VOL_00158,Homovanillic acid,Homovanillic acid,metabolite,,C9H10O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,高香草酸，由阿魏酸β-氧化生成。,中 - 代谢中间体,微弱辛香,Flavor_database
VOL_00159,Protocatechuic acid,Protocatechuic acid,metabolite,,C7H6O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,原儿茶酸，由对香豆酸或咖啡酸降解生成。,中 - 代谢中间体,微弱酸味,Flavor_database
VOL_00160,Vanillic acid,Vanillic acid,metabolite,C06622,C8H8O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,香草酸，由阿魏酸β-氧化或香兰素氧化生成。,中高 - 香兰素代谢中间体,微弱香荚兰豆香、酸味,Flavor_database
VOL_00161,Syringic acid,Syringic acid,metabolite,,C9H10O5,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,丁香酸，由芥子酸β-氧化或丁香醛氧化生成。,中 - 代谢中间体,微弱酸味,Flavor_database
VOL_00162,Coniferyl aldehyde,Coniferyl aldehyde,metabolite,,C10H10O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,松柏醛，由阿魏酸还原或苯丙烷类代谢生成，是木质素和丁香酚的前体。,中高 - 木质素前体,微弱辛香、甜香,Flavor_database
VOL_00163,Coniferyl alcohol,Coniferyl alcohol,metabolite,,C10H12O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,松柏醇，松柏醛的还原产物，是木质素单体(G单体)的前体。,中 - 木质素前体,微弱辛香、甜香,Flavor_database
VOL_00164,Sinapyl aldehyde,Sinapyl aldehyde,metabolite,,C11H12O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,芥子醛，由芥子酸还原生成，是木质素单体(S单体)的前体。,中 - 木质素前体,微弱辛香,Flavor_database
VOL_00165,Sinapyl alcohol,Sinapyl alcohol,metabolite,,C11H14O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,芥子醇，芥子醛的还原产物，是木质素S单体。,中 - 木质素前体,微弱辛香,Flavor_database
VOL_00166,p-Coumaryl alcohol,p-Coumaryl alcohol,metabolite,,C9H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对香豆醇，由对香豆醛还原生成，是木质素H单体。,中 - 木质素前体,微弱甜香,Flavor_database
VOL_00167,p-Coumaraldehyde,p-Coumaraldehyde,metabolite,,C9H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对香豆醛，由对香豆酸还原生成。,中 - 木质素前体,微弱甜香、辛香,Flavor_database
VOL_00168,Methyl vanillate,Methyl vanillate,metabolite,,C9H10O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,香草酸甲酯，由香草酸甲基化生成。,中 - 增强烟草甜香,甜香、香荚兰豆香,Flavor_database
VOL_00169,Methyl syringate,Methyl syringate,metabolite,,C10H12O5,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,丁香酸甲酯，由丁香酸甲基化生成。,中 - 增强烟草甜香,甜香、辛香,Flavor_database
VOL_00170,Ethyl vanillate,Ethyl vanillate,metabolite,,C10H12O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,香草酸乙酯，由香草酸和乙醇酯化生成。,中 - 增强烟草甜香,甜香、香荚兰豆香,Flavor_database
VOL_00171,Benzyl benzoate,Benzyl benzoate,metabolite,,C14H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯甲酸苄酯，由苯甲醇和苯甲酸酯化生成。,中 - 增强烟草甜香和花香,甜香、花香、树脂香,Flavor_database
VOL_00172,2-Phenylethyl benzoate,2-Phenylethyl benzoate,metabolite,,C15H14O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯甲酸苯乙酯。,中 - 增强烟草花香,玫瑰花香、甜香、树脂香,Flavor_database
VOL_00173,Phenylpropanal (3-Phenylpropanal),Phenylpropanal (3-Phenylpropanal),metabolite,,C9H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,3-苯丙醛(氢化肉桂醛)，由肉桂醛还原生成。,中 - 增强烟草甜香和花香,甜香、花香、肉桂香、树脂香,Flavor_database
VOL_00174,3-Phenyl-1-propanol,3-Phenyl-1-propanol,metabolite,,C9H12O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,3-苯丙醇，由3-苯丙醛还原生成。,中 - 增强烟草甜香和花香,甜香、花香、肉桂香,Flavor_database
VOL_00175,Methyl phenylacetate,Methyl phenylacetate,metabolite,,C9H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙酸甲酯，由苯乙酸甲基化生成，具有蜂蜜香和花香。,中 - 增强烟草蜂蜜香,蜂蜜香、花香、甜香,Flavor_database
VOL_00176,Ethyl phenylacetate,Ethyl phenylacetate,metabolite,,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙酸乙酯，由苯乙酸和乙醇酯化生成，具有蜂蜜香和果香。,中高 - 增强烟草蜂蜜香和果香,蜂蜜香、果香、甜香、玫瑰香,Flavor_database
VOL_00177,Phenylacetic acid,Phenylacetic acid,metabolite,,C8H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙酸，由苯乙醛氧化或苯丙氨酸代谢生成，具有蜂蜜香。,高 - 烟草蜂蜜香的贡献者,蜂蜜香、甜香、花香,Flavor_database
VOL_00178,2-Methoxyphenol (Guaiacol isomer),2-Methoxyphenol (Guaiacol isomer),metabolite,,C7H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,2-甲氧基苯酚(愈创木酚)，由阿魏酸降解生成。,高 - 烟草烟熏香的贡献者,烟熏香、辛香、甜香、药香,Flavor_database
VOL_00179,"2,6-Dimethylphenol","2,6-Dimethylphenol",metabolite,,C8H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"2,6-二甲基苯酚，由酪氨酸或苯丙氨酸代谢生成。",中 - 增强烟草烟熏香,酚味、烟熏香、辛香,Flavor_database
VOL_00180,"2,4-Dimethylphenol","2,4-Dimethylphenol",metabolite,,C8H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"2,4-二甲基苯酚。",中 - 增强烟草烟熏香,酚味、烟熏香、辛香,Flavor_database
VOL_00181,"2,6-Dimethoxyphenol","2,6-Dimethoxyphenol",metabolite,,C8H10O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"2,6-二甲氧基苯酚(丁香酚)，由芥子酸降解生成。",中 - 增强烟草烟熏香,烟熏香、辛香、甜香,Flavor_database
VOL_00182,"Catechol (1,2-Benzenediol)","Catechol (1,2-Benzenediol)",metabolite,,C6H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"儿茶酚(1,2-苯二酚)，由原儿茶酸脱羧或酪氨酸代谢生成。",中 - 代谢中间体,酚味、微弱甜香,Flavor_database
VOL_00183,"Resorcinol (1,3-Benzenediol)","Resorcinol (1,3-Benzenediol)",metabolite,,C6H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"间苯二酚(1,3-苯二酚)。",中 - 代谢中间体,微弱甜香,Flavor_database
VOL_00184,"Hydroquinone (1,4-Benzenediol)","Hydroquinone (1,4-Benzenediol)",metabolite,,C6H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"对苯二酚(1,4-苯二酚)，由4-羟基苯甲酸脱羧生成。",中 - 代谢中间体,微弱甜香,Flavor_database
VOL_00185,Linalool,Linalool,metabolite,C01583,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,芳樟醇，由GPP经单萜合酶催化生成，是烟草花香和甜香的核心成分。,极高 - 烟草花香和甜香的核心成分,花香、甜香、薰衣草香、木香,Flavor_database
VOL_00186,Linalool oxide (furanoid),Linalool oxide (furanoid),metabolite,,C10H18O2,Terpenoid,Terpenoid (Monoterpenoid oxide),Terpenoid (Monoterpenoid oxide),Terpenoid,呋喃型芳樟醇氧化物，由芳樟醇环氧化和环化生成，具有木香和花香。,高 - 烟草木香和花香的贡献者,木香、花香、甜香、茶香,Flavor_database
VOL_00187,Linalool oxide (pyranoid),Linalool oxide (pyranoid),metabolite,,C10H18O2,Terpenoid,Terpenoid (Monoterpenoid oxide),Terpenoid (Monoterpenoid oxide),Terpenoid,吡喃型芳樟醇氧化物，呋喃型氧化物的异构体。,高 - 烟草木香和花香的贡献者,木香、花香、茶香、甜香,Flavor_database
VOL_00188,Geraniol,Geraniol,metabolite,C01500,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香叶醇，由GPP经香叶醇合酶催化生成，具有玫瑰花香和甜香。,高 - 烟草玫瑰花香的贡献者,玫瑰花香、甜香、果香、花香,Flavor_database
VOL_00189,Nerol,Nerol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,橙花醇，香叶醇的顺式异构体，具有玫瑰花香和甜香。,中高 - 增强烟草玫瑰花香,玫瑰花香、甜香、柑橘香,Flavor_database
VOL_00190,Citronellol,Citronellol,metabolite,,C10H20O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香茅醇，由香叶醇或橙花醇还原生成，具有玫瑰花香和甜香。,中高 - 增强烟草玫瑰花香,玫瑰花香、甜香、柑橘香、花香,Flavor_database
VOL_00191,α-Terpineol,α-Terpineol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,α-松油醇，由芳樟醇环化或柠檬烯水合生成，具有松木香和花香。,中高 - 增强烟草松木香和花香,松木香、花香、甜香、丁香香,Flavor_database
VOL_00192,β-Citronellene,β-Citronellene,metabolite,,C10H20,Terpenoid,Terpenoid (Monoterpenoid hydrocarbon),Terpenoid (Monoterpenoid hydrocarbon),Terpenoid,β-香茅烯，香茅醇的脱氧产物。,中 - 增强烟草花香,花香、甜香、柑橘香,Flavor_database
VOL_00193,Limonene,Limonene,metabolite,C00321,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,柠檬烯，由GPP经柠檬烯合酶催化生成，具有柑橘香。,高 - 烟草柑橘香的贡献者,柑橘香、柠檬香、甜香、清新香,Flavor_database
VOL_00194,α-Pinene,α-Pinene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,α-蒎烯，由GPP经α-蒎烯合酶催化生成，具有松木香和树脂香。,中高 - 增强烟草松木香,松木香、树脂香、樟脑香、清新香,Flavor_database
VOL_00195,β-Pinene,β-Pinene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,β-蒎烯，α-蒎烯的异构体，具有松木香和树脂香。,中高 - 增强烟草松木香,松木香、树脂香、辛香、清新香,Flavor_database
VOL_00196,Camphene,Camphene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,莰烯，由α-蒎烯异构化生成，具有樟脑香。,中 - 增强烟草樟脑香,樟脑香、松木香、清新香,Flavor_database
VOL_00197,Myrcene,Myrcene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,月桂烯，由GPP经月桂烯合酶催化生成，具有草本香和辛香。,中 - 增强烟草草本香,草本香、辛香、甜香、树脂香,Flavor_database
VOL_00198,Ocimene,Ocimene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,罗勒烯，由GPP经罗勒烯合酶催化生成，具有草本香和花香。,中 - 增强烟草草本香和花香,草本香、花香、甜香、清新香,Flavor_database
VOL_00199,Terpinene,Terpinene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,萜品烯，由GPP经萜品烯合酶催化生成，具有松木香和辛香。,中 - 增强烟草松木香,松木香、辛香、甜香,Flavor_database
VOL_00200,γ-Terpinene,γ-Terpinene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,γ-萜品烯，萜品烯的异构体。,中 - 增强烟草辛香,辛香、柑橘香、松木香,Flavor_database
VOL_00201,Terpinolene,Terpinolene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,萜品油烯，由GPP经萜品油烯合酶催化生成。,中 - 增强烟草松木香,松木香、辛香、甜香,Flavor_database
VOL_00202,p-Cymene,p-Cymene,metabolite,,C10H14,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,对伞花烃，由柠檬烯脱氢生成，具有辛香和柑橘香。,中 - 增强烟草辛香,辛香、柑橘香、清新香,Flavor_database
VOL_00203,"1,8-Cineole (Eucalyptol)","1,8-Cineole (Eucalyptol)",metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,"1,8-桉叶油醇，由柠檬烯或α-萜品醇环氧化生成，具有桉树香和清凉感。",中高 - 增强烟草清凉感,桉树香、清凉感、樟脑香,Flavor_database
VOL_00204,Citronellal,Citronellal,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香茅醛，由香茅醇氧化或香叶醇还原生成，具有柠檬香和清凉感。,中高 - 增强烟草柠檬香,柠檬香、清凉感、柑橘香,Flavor_database
VOL_00205,Geranial,Geranial,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香叶醛(柠檬醛a)，由香叶醇氧化生成，具有柠檬香。,中高 - 增强烟草柠檬香,柠檬香、柑橘香、甜香,Flavor_database
VOL_00206,Neral,Neral,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,橙花醛(柠檬醛b)，香叶醛的顺式异构体。,中高 - 增强烟草柠檬香,柠檬香、柑橘香、甜香,Flavor_database
VOL_00207,Citronellyl acetate,Citronellyl acetate,metabolite,,C12H22O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,香茅醇乙酸酯，由香茅醇和乙酰CoA酯化生成。,中 - 增强烟草花香和果香,玫瑰花香、果香、甜香,Flavor_database
VOL_00208,Geranyl acetate,Geranyl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,香叶醇乙酸酯，由香叶醇和乙酰CoA酯化生成。,中 - 增强烟草花香和果香,玫瑰花香、果香、甜香、薰衣草香,Flavor_database
VOL_00209,Neryl acetate,Neryl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,橙花醇乙酸酯，香叶醇乙酸酯的顺式异构体。,中 - 增强烟草花香和果香,玫瑰花香、果香、甜香、柑橘香,Flavor_database
VOL_00210,Linalyl acetate,Linalyl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,芳樟醇乙酸酯，由芳樟醇和乙酰CoA酯化生成。,中 - 增强烟草花香和果香,薰衣草香、花香、果香、甜香,Flavor_database
VOL_00211,α-Terpinyl acetate,α-Terpinyl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,α-松油醇乙酸酯。,中 - 增强烟草松木香,松木香、花香、甜香,Flavor_database
VOL_00212,Bornyl acetate,Bornyl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,龙脑乙酸酯，由龙脑和乙酰CoA酯化生成。,中 - 增强烟草松木香和清凉感,松木香、樟脑香、清凉感,Flavor_database
VOL_00213,Borneol,Borneol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,龙脑，由莰烯水合或樟脑还原生成，具有松木香和清凉感。,中 - 增强烟草松木香和清凉感,松木香、樟脑香、清凉感,Flavor_database
VOL_00214,Camphor,Camphor,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,樟脑，由龙脑氧化生成，具有樟脑香和清凉感。,中 - 增强烟草樟脑香,樟脑香、清凉感、辛香,Flavor_database
VOL_00215,Isoborneol,Isoborneol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,异龙脑，龙脑的异构体。,中 - 增强烟草松木香,松木香、樟脑香、清凉感,Flavor_database
VOL_00216,Carvone,Carvone,metabolite,,C10H14O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香芹酮，由柠檬烯氧化生成，具有薄荷香和留兰香。,中 - 增强烟草薄荷香,薄荷香、留兰香、甜香,Flavor_database
VOL_00217,Carveol,Carveol,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香芹醇，由柠檬烯羟基化生成，是香芹酮的前体。,中 - 香芹酮前体,薄荷香、甜香、花香,Flavor_database
VOL_00218,Dihydrocarveol,Dihydrocarveol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,二氢香芹醇，香芹醇的还原产物。,中 - 增强烟草薄荷香,薄荷香、甜香、花香,Flavor_database
VOL_00219,Pulegone,Pulegone,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,胡薄荷酮，由薄荷酮异构化生成，具有薄荷香。,中 - 增强烟草薄荷香,薄荷香、辛香、樟脑香,Flavor_database
VOL_00220,Menthone,Menthone,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,薄荷酮，由薄荷醇氧化生成，具有薄荷香。,中 - 增强烟草薄荷香,薄荷香、清凉感、甜香,Flavor_database
VOL_00221,Menthol,Menthol,metabolite,,C10H20O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,薄荷醇，由胡薄荷酮还原生成，具有薄荷香和清凉感。,中高 - 增强烟草清凉感,薄荷香、清凉感、甜香,Flavor_database
VOL_00222,Menthyl acetate,Menthyl acetate,metabolite,,C12H22O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,薄荷醇乙酸酯。,中 - 增强烟草薄荷香,薄荷香、甜香、清凉感,Flavor_database
VOL_00223,Verbenone,Verbenone,metabolite,,C10H14O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,马鞭草酮，由α-蒎烯氧化生成，具有松木香和薄荷香。,中 - 增强烟草松木香,松木香、薄荷香、樟脑香,Flavor_database
VOL_00224,Verbenol,Verbenol,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,马鞭草醇，由α-蒎烯羟基化生成，是马鞭草酮的前体。,中 - 马鞭草酮前体,松木香、薄荷香、甜香,Flavor_database
VOL_00225,Myrtenol,Myrtenol,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,桃金娘烯醇，由α-蒎烯羟基化生成。,中 - 增强烟草松木香,松木香、花香、甜香,Flavor_database
VOL_00226,Myrtenal,Myrtenal,metabolite,,C10H14O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,桃金娘烯醛，由桃金娘烯醇氧化生成。,中 - 增强烟草松木香,松木香、辛香、甜香,Flavor_database
VOL_00227,Perillaldehyde,Perillaldehyde,metabolite,,C10H14O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,紫苏醛，由柠檬烯氧化生成，具有紫苏香。,中 - 增强烟草辛香,紫苏香、辛香、柑橘香,Flavor_database
VOL_00228,Perillyl alcohol,Perillyl alcohol,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,紫苏醇，紫苏醛的还原产物。,中 - 紫苏醛前体,紫苏香、辛香、甜香,Flavor_database
VOL_00229,β-Caryophyllene,β-Caryophyllene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-石竹烯，由FPP经石竹烯合酶催化生成，具有木香和辛香。,高 - 烟草木香和辛香的贡献者,木香、辛香、丁香香、树脂香,Flavor_database
VOL_00230,α-Humulene,α-Humulene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-葎草烯，由FPP经葎草烯合酶催化生成，具有木香和辛香。,高 - 烟草木香和辛香的贡献者,木香、辛香、花香、树脂香,Flavor_database
VOL_00231,Caryophyllene oxide,Caryophyllene oxide,metabolite,,C15H24O,Terpenoid,Terpenoid (Sesquiterpenoid oxide),Terpenoid (Sesquiterpenoid oxide),Terpenoid,石竹烯氧化物，由β-石竹烯环氧化生成，具有木香和辛香。,中高 - 增强烟草木香和辛香,木香、辛香、花香、甜香,Flavor_database
VOL_00232,Nerolidol,Nerolidol,metabolite,C02093,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,橙花叔醇，由FPP经橙花叔醇合酶催化生成，具有花香和木香。,高 - 烟草花香和木香的贡献者,花香、木香、玫瑰香、甜香,Flavor_database
VOL_00233,Farnesol,Farnesol,metabolite,C01439,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,金合欢醇，由FPP水解生成，是法尼基化反应的前体。,高 - 烟草花香和木香的贡献者,花香、木香、甜香、树脂香,Flavor_database
VOL_00234,Farnesal,Farnesal,metabolite,,C15H24O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,金合欢醛，由金合欢醇氧化生成。,中 - 金合欢醇代谢中间体,花香、木香、甜香,Flavor_database
VOL_00235,α-Bisabolol,α-Bisabolol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-甜没药醇，由FPP经甜没药醇合酶催化生成，具有花香和甜香。,中高 - 增强烟草花香和甜香,花香、甜香、木香、树脂香,Flavor_database
VOL_00236,α-Bisabolene,α-Bisabolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-甜没药烯，α-甜没药醇的脱氧产物。,中 - 增强烟草花香,花香、木香、甜香,Flavor_database
VOL_00237,β-Bisabolene,β-Bisabolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-甜没药烯，α-甜没药烯的异构体。,中 - 增强烟草花香,花香、木香、辛香,Flavor_database
VOL_00238,γ-Bisabolene,γ-Bisabolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,γ-甜没药烯。,中 - 增强烟草花香,花香、木香,Flavor_database
VOL_00239,Zingiberene,Zingiberene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,姜烯，由FPP经姜烯合酶催化生成，具有姜香。,中 - 增强烟草姜香,姜香、辛香、木香,Flavor_database
VOL_00240,β-Sesquiphellandrene,β-Sesquiphellandrene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-倍半水芹烯，姜烯的异构体。,中 - 增强烟草姜香,姜香、辛香、木香,Flavor_database
VOL_00241,ar-Curcumene,ar-Curcumene,metabolite,,C15H22,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,芳姜黄酮，由姜烯脱氢生成。,中 - 增强烟草姜香,姜香、辛香、木香,Flavor_database
VOL_00242,Valencene,Valencene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,瓦伦西亚烯，由FPP经瓦伦西亚烯合酶催化生成，具有柑橘香。,中 - 增强烟草柑橘香,柑橘香、甜香、木香,Flavor_database
