gene_id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_00822,Gene_822,gene,K00323,PF00026,,Putative gene 822,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00823,Gene_823,gene,K00324,PF00027,,Putative gene 823,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00824,Gene_824,gene,K00325,PF00028,,Putative gene 824,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00825,Gene_825,gene,K00326,PF00029,,Putative gene 825,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00826,Gene_826,gene,K00327,PF00030,,Putative gene 826,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00827,Gene_827,gene,K00328,PF00031,,Putative gene 827,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00828,Gene_828,gene,K00329,PF00032,,Putative gene 828,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00829,Gene_829,gene,K00330,PF00033,,Putative gene 829,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00830,Gene_830,gene,K00331,PF00034,,Putative gene 830,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00831,Gene_831,gene,K00332,PF00035,,Putative gene 831,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00832,Gene_832,gene,K00333,PF00036,,Putative gene 832,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00833,Gene_833,gene,K00334,PF00037,,Putative gene 833,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00834,Gene_834,gene,K00335,PF00038,,Putative gene 834,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00835,Gene_835,gene,K00336,PF00039,,Putative gene 835,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00836,Gene_836,gene,K00337,PF00040,,Putative gene 836,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00837,Gene_837,gene,K00338,PF00041,,Putative gene 837,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00838,Gene_838,gene,K00339,PF00042,,Putative gene 838,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00839,Gene_839,gene,K00340,PF00043,,Putative gene 839,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00840,Gene_840,gene,K00341,PF00044,,Putative gene 840,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00841,Gene_841,gene,K00342,PF00045,,Putative gene 841,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00842,Gene_842,gene,K00343,PF00046,,Putative gene 842,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00843,Gene_843,gene,K00344,PF00047,,Putative gene 843,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00844,Gene_844,gene,K00345,PF00048,,Putative gene 844,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00845,Gene_845,gene,K00346,PF00049,,Putative gene 845,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00846,Gene_846,gene,K00347,PF00050,,Putative gene 846,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00847,Gene_847,gene,K00348,PF00051,,Putative gene 847,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00848,Gene_848,gene,K00349,PF00052,,Putative gene 848,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00849,Gene_849,gene,K00350,PF00053,,Putative gene 849,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00850,Gene_850,gene,K00351,PF00054,,Putative gene 850,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00851,Gene_851,gene,K00352,PF00055,,Putative gene 851,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00852,Gene_852,gene,K00353,PF00056,,Putative gene 852,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00853,Gene_853,gene,K00354,PF00057,,Putative gene 853,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00854,Gene_854,gene,K00355,PF00058,,Putative gene 854,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00855,Gene_855,gene,K00356,PF00059,,Putative gene 855,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00856,Gene_856,gene,K00357,PF00060,,Putative gene 856,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00857,Gene_857,gene,K00358,PF00061,,Putative gene 857,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00858,Gene_858,gene,K00359,PF00062,,Putative gene 858,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00859,Gene_859,gene,K00360,PF00063,,Putative gene 859,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00860,Gene_860,gene,K00361,PF00064,,Putative gene 860,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00861,Gene_861,gene,K00362,PF00065,,Putative gene 861,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00862,Gene_862,gene,K00363,PF00066,,Putative gene 862,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00863,Gene_863,gene,K00364,PF00067,,Putative gene 863,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00864,Gene_864,gene,K00365,PF00068,,Putative gene 864,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00865,Gene_865,gene,K00366,PF00069,,Putative gene 865,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00866,Gene_866,gene,K00367,PF00070,,Putative gene 866,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00867,Gene_867,gene,K00368,PF00071,,Putative gene 867,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00868,Gene_868,gene,K00369,PF00072,,Putative gene 868,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00869,Gene_869,gene,K00370,PF00073,,Putative gene 869,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00870,Gene_870,gene,K00371,PF00074,,Putative gene 870,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00871,Gene_871,gene,K00372,PF00075,,Putative gene 871,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00872,Gene_872,gene,K00373,PF00076,,Putative gene 872,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00873,Gene_873,gene,K00374,PF00077,,Putative gene 873,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00874,Gene_874,gene,K00375,PF00078,,Putative gene 874,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00875,Gene_875,gene,K00376,PF00079,,Putative gene 875,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00876,Gene_876,gene,K00377,PF00080,,Putative gene 876,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00877,Gene_877,gene,K00378,PF00081,,Putative gene 877,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00878,Gene_878,gene,K00379,PF00082,,Putative gene 878,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00879,Gene_879,gene,K00380,PF00083,,Putative gene 879,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00880,Gene_880,gene,K00381,PF00084,,Putative gene 880,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00881,Gene_881,gene,K00382,PF00085,,Putative gene 881,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00882,Gene_882,gene,K00383,PF00086,,Putative gene 882,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00883,Gene_883,gene,K00384,PF00087,,Putative gene 883,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00884,Gene_884,gene,K00385,PF00088,,Putative gene 884,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00885,Gene_885,gene,K00386,PF00089,,Putative gene 885,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00886,Gene_886,gene,K00387,PF00090,,Putative gene 886,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00887,Gene_887,gene,K00388,PF00091,,Putative gene 887,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00888,Gene_888,gene,K00389,PF00092,,Putative gene 888,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00889,Gene_889,gene,K00390,PF00093,,Putative gene 889,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00890,Gene_890,gene,K00391,PF00094,,Putative gene 890,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00891,Gene_891,gene,K00392,PF00095,,Putative gene 891,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00892,Gene_892,gene,K00393,PF00096,,Putative gene 892,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00893,Gene_893,gene,K00394,PF00097,,Putative gene 893,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00894,Gene_894,gene,K00395,PF00098,,Putative gene 894,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00895,Gene_895,gene,K00396,PF00099,,Putative gene 895,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00896,Gene_896,gene,K00397,PF00100,,Putative gene 896,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00897,Gene_897,gene,K00398,PF00101,,Putative gene 897,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00898,Gene_898,gene,K00399,PF00102,,Putative gene 898,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00899,Gene_899,gene,K00400,PF00103,,Putative gene 899,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00900,Gene_900,gene,K00401,PF00104,,Putative gene 900,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00901,Gene_901,gene,K00402,PF00105,,Putative gene 901,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00902,Gene_902,gene,K00403,PF00106,,Putative gene 902,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00903,Gene_903,gene,K00404,PF00107,,Putative gene 903,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00904,Gene_904,gene,K00405,PF00108,,Putative gene 904,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00905,Gene_905,gene,K00406,PF00109,,Putative gene 905,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00906,Gene_906,gene,K00407,PF00110,,Putative gene 906,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00907,Gene_907,gene,K00408,PF00111,,Putative gene 907,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00908,Gene_908,gene,K00409,PF00112,,Putative gene 908,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00909,Gene_909,gene,K00410,PF00113,,Putative gene 909,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00910,Gene_910,gene,K00411,PF00114,,Putative gene 910,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00911,Gene_911,gene,K00412,PF00115,,Putative gene 911,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00912,Gene_912,gene,K00413,PF00116,,Putative gene 912,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00913,Gene_913,gene,K00414,PF00117,,Putative gene 913,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00914,Gene_914,gene,K00415,PF00118,,Putative gene 914,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00915,Gene_915,gene,K00416,PF00119,,Putative gene 915,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00916,Gene_916,gene,K00417,PF00120,,Putative gene 916,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00917,Gene_917,gene,K00418,PF00121,,Putative gene 917,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00918,Gene_918,gene,K00419,PF00122,,Putative gene 918,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00919,Gene_919,gene,K00420,PF00123,,Putative gene 919,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00920,Gene_920,gene,K00421,PF00124,,Putative gene 920,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00921,Gene_921,gene,K00422,PF00125,,Putative gene 921,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00922,Gene_922,gene,K00423,PF00126,,Putative gene 922,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00923,Gene_923,gene,K00424,PF00127,,Putative gene 923,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00924,Gene_924,gene,K00425,PF00128,,Putative gene 924,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00925,Gene_925,gene,K00426,PF00129,,Putative gene 925,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00926,Gene_926,gene,K00427,PF00130,,Putative gene 926,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00927,Gene_927,gene,K00428,PF00131,,Putative gene 927,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00928,Gene_928,gene,K00429,PF00132,,Putative gene 928,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00929,Gene_929,gene,K00430,PF00133,,Putative gene 929,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00930,Gene_930,gene,K00431,PF00134,,Putative gene 930,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00931,Gene_931,gene,K00432,PF00135,,Putative gene 931,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00932,Gene_932,gene,K00433,PF00136,,Putative gene 932,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00933,Gene_933,gene,K00434,PF00137,,Putative gene 933,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00934,Gene_934,gene,K00435,PF00138,,Putative gene 934,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00935,Gene_935,gene,K00436,PF00139,,Putative gene 935,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00936,Gene_936,gene,K00437,PF00140,,Putative gene 936,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00937,Gene_937,gene,K00438,PF00141,,Putative gene 937,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00938,Gene_938,gene,K00439,PF00142,,Putative gene 938,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00939,Gene_939,gene,K00440,PF00143,,Putative gene 939,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00940,Gene_940,gene,K00441,PF00144,,Putative gene 940,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00941,Gene_941,gene,K00442,PF00145,,Putative gene 941,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00942,Gene_942,gene,K00443,PF00146,,Putative gene 942,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00943,Gene_943,gene,K00444,PF00147,,Putative gene 943,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00944,Gene_944,gene,K00445,PF00148,,Putative gene 944,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00945,Gene_945,gene,K00446,PF00149,,Putative gene 945,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00946,Gene_946,gene,K00447,PF00150,,Putative gene 946,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00947,Gene_947,gene,K00448,PF00151,,Putative gene 947,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00948,Gene_948,gene,K00449,PF00152,,Putative gene 948,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00949,Gene_949,gene,K00450,PF00153,,Putative gene 949,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00950,Gene_950,gene,K00451,PF00154,,Putative gene 950,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00951,Gene_951,gene,K00452,PF00155,,Putative gene 951,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00952,Gene_952,gene,K00453,PF00156,,Putative gene 952,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00953,Gene_953,gene,K00454,PF00157,,Putative gene 953,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00954,Gene_954,gene,K00455,PF00158,,Putative gene 954,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00955,Gene_955,gene,K00456,PF00159,,Putative gene 955,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00956,Gene_956,gene,K00457,PF00160,,Putative gene 956,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00957,Gene_957,gene,K00458,PF00161,,Putative gene 957,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00958,Gene_958,gene,K00459,PF00162,,Putative gene 958,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00959,Gene_959,gene,K00460,PF00163,,Putative gene 959,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00960,Gene_960,gene,K00461,PF00164,,Putative gene 960,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00961,Gene_961,gene,K00462,PF00165,,Putative gene 961,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00962,Gene_962,gene,K00463,PF00166,,Putative gene 962,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00963,Gene_963,gene,K00464,PF00167,,Putative gene 963,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00964,Gene_964,gene,K00465,PF00168,,Putative gene 964,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00965,Gene_965,gene,K00466,PF00169,,Putative gene 965,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00966,Gene_966,gene,K00467,PF00170,,Putative gene 966,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00967,Gene_967,gene,K00468,PF00171,,Putative gene 967,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00968,Gene_968,gene,K00469,PF00172,,Putative gene 968,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00969,Gene_969,gene,K00470,PF00173,,Putative gene 969,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00970,Gene_970,gene,K00471,PF00174,,Putative gene 970,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00971,Gene_971,gene,K00472,PF00175,,Putative gene 971,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00972,Gene_972,gene,K00473,PF00176,,Putative gene 972,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00973,Gene_973,gene,K00474,PF00177,,Putative gene 973,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00974,Gene_974,gene,K00475,PF00178,,Putative gene 974,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00975,Gene_975,gene,K00476,PF00179,,Putative gene 975,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00976,Gene_976,gene,K00477,PF00180,,Putative gene 976,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00977,Gene_977,gene,K00478,PF00181,,Putative gene 977,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00978,Gene_978,gene,K00479,PF00182,,Putative gene 978,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00979,Gene_979,gene,K00480,PF00183,,Putative gene 979,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00980,Gene_980,gene,K00481,PF00184,,Putative gene 980,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00981,Gene_981,gene,K00482,PF00185,,Putative gene 981,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00982,Gene_982,gene,K00483,PF00186,,Putative gene 982,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00983,Gene_983,gene,K00484,PF00187,,Putative gene 983,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00984,Gene_984,gene,K00485,PF00188,,Putative gene 984,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00985,Gene_985,gene,K00486,PF00189,,Putative gene 985,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00986,Gene_986,gene,K00487,PF00190,,Putative gene 986,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00987,Gene_987,gene,K00488,PF00191,,Putative gene 987,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00988,Gene_988,gene,K00489,PF00192,,Putative gene 988,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00989,Gene_989,gene,K00490,PF00193,,Putative gene 989,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00990,Gene_990,gene,K00491,PF00194,,Putative gene 990,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00991,Gene_991,gene,K00492,PF00195,,Putative gene 991,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00992,Gene_992,gene,K00493,PF00196,,Putative gene 992,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00993,Gene_993,gene,K00494,PF00197,,Putative gene 993,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00994,Gene_994,gene,K00495,PF00198,,Putative gene 994,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00995,Gene_995,gene,K00496,PF00199,,Putative gene 995,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00996,Gene_996,gene,K00497,PF00001,,Putative gene 996,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00997,Gene_997,gene,K00498,PF00002,,Putative gene 997,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00998,Gene_998,gene,K00499,PF00003,,Putative gene 998,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00999,Gene_999,gene,K00001,PF00004,,Putative gene 999,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01000,Gene_1000,gene,K00002,PF00005,,Putative gene 1000,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01001,Gene_1001,gene,K00003,PF00006,,Putative gene 1001,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01002,Gene_1002,gene,K00004,PF00007,,Putative gene 1002,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01003,Gene_1003,gene,K00005,PF00008,,Putative gene 1003,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01004,Gene_1004,gene,K00006,PF00009,,Putative gene 1004,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01005,Gene_1005,gene,K00007,PF00010,,Putative gene 1005,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01006,Gene_1006,gene,K00008,PF00011,,Putative gene 1006,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01007,Gene_1007,gene,K00009,PF00012,,Putative gene 1007,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01008,Gene_1008,gene,K00010,PF00013,,Putative gene 1008,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01009,Gene_1009,gene,K00011,PF00014,,Putative gene 1009,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01010,Gene_1010,gene,K00012,PF00015,,Putative gene 1010,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01011,Gene_1011,gene,K00013,PF00016,,Putative gene 1011,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01012,Gene_1012,gene,K00014,PF00017,,Putative gene 1012,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01013,Gene_1013,gene,K00015,PF00018,,Putative gene 1013,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01014,Gene_1014,gene,K00016,PF00019,,Putative gene 1014,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01015,Gene_1015,gene,K00017,PF00020,,Putative gene 1015,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01016,Gene_1016,gene,K00018,PF00021,,Putative gene 1016,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01017,Gene_1017,gene,K00019,PF00022,,Putative gene 1017,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01018,Gene_1018,gene,K00020,PF00023,,Putative gene 1018,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01019,Gene_1019,gene,K00021,PF00024,,Putative gene 1019,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01020,Gene_1020,gene,K00022,PF00025,,Putative gene 1020,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01021,Gene_1021,gene,K00023,PF00026,,Putative gene 1021,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01022,Gene_1022,gene,K00024,PF00027,,Putative gene 1022,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01023,Gene_1023,gene,K00025,PF00028,,Putative gene 1023,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01024,Gene_1024,gene,K00026,PF00029,,Putative gene 1024,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01025,Gene_1025,gene,K00027,PF00030,,Putative gene 1025,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01026,Gene_1026,gene,K00028,PF00031,,Putative gene 1026,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01027,Gene_1027,gene,K00029,PF00032,,Putative gene 1027,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01028,Gene_1028,gene,K00030,PF00033,,Putative gene 1028,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01029,Gene_1029,gene,K00031,PF00034,,Putative gene 1029,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01030,Gene_1030,gene,K00032,PF00035,,Putative gene 1030,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01031,Gene_1031,gene,K00033,PF00036,,Putative gene 1031,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01032,Gene_1032,gene,K00034,PF00037,,Putative gene 1032,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01033,Gene_1033,gene,K00035,PF00038,,Putative gene 1033,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01034,Gene_1034,gene,K00036,PF00039,,Putative gene 1034,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01035,Gene_1035,gene,K00037,PF00040,,Putative gene 1035,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01036,Gene_1036,gene,K00038,PF00041,,Putative gene 1036,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01037,Gene_1037,gene,K00039,PF00042,,Putative gene 1037,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01038,Gene_1038,gene,K00040,PF00043,,Putative gene 1038,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01039,Gene_1039,gene,K00041,PF00044,,Putative gene 1039,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01040,Gene_1040,gene,K00042,PF00045,,Putative gene 1040,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01041,Gene_1041,gene,K00043,PF00046,,Putative gene 1041,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01042,Gene_1042,gene,K00044,PF00047,,Putative gene 1042,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01043,Gene_1043,gene,K00045,PF00048,,Putative gene 1043,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01044,Gene_1044,gene,K00046,PF00049,,Putative gene 1044,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01045,Gene_1045,gene,K00047,PF00050,,Putative gene 1045,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01046,Gene_1046,gene,K00048,PF00051,,Putative gene 1046,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01047,Gene_1047,gene,K00049,PF00052,,Putative gene 1047,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01048,Gene_1048,gene,K00050,PF00053,,Putative gene 1048,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01049,Gene_1049,gene,K00051,PF00054,,Putative gene 1049,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01050,Gene_1050,gene,K00052,PF00055,,Putative gene 1050,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01051,Gene_1051,gene,K00053,PF00056,,Putative gene 1051,Unknown,Unknown,Unknown,Nicotiana tabacum
