ID,name,type,kegg,formula,super_class,class,sub_class,family,description,importance
METAB_00192,β-Citronellene,metabolite,,C10H20,Terpenoid,Terpenoid (Monoterpenoid hydrocarbon),Terpenoid (Monoterpenoid hydrocarbon),Terpenoid,β-香茅烯，香茅醇的脱氧产物。,中 - 增强烟草花香
METAB_00193,Limonene,metabolite,C00321,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,柠檬烯，由GPP经柠檬烯合酶催化生成，具有柑橘香。,高 - 烟草柑橘香的贡献者
METAB_00194,α-Pinene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,α-蒎烯，由GPP经α-蒎烯合酶催化生成，具有松木香和树脂香。,中高 - 增强烟草松木香
METAB_00195,β-Pinene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,β-蒎烯，α-蒎烯的异构体，具有松木香和树脂香。,中高 - 增强烟草松木香
METAB_00196,Camphene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,莰烯，由α-蒎烯异构化生成，具有樟脑香。,中 - 增强烟草樟脑香
METAB_00197,Myrcene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,月桂烯，由GPP经月桂烯合酶催化生成，具有草本香和辛香。,中 - 增强烟草草本香
METAB_00198,Ocimene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,罗勒烯，由GPP经罗勒烯合酶催化生成，具有草本香和花香。,中 - 增强烟草草本香和花香
METAB_00199,Terpinene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,萜品烯，由GPP经萜品烯合酶催化生成，具有松木香和辛香。,中 - 增强烟草松木香
METAB_00200,γ-Terpinene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,γ-萜品烯，萜品烯的异构体。,中 - 增强烟草辛香
METAB_00201,Terpinolene,metabolite,,C10H16,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,萜品油烯，由GPP经萜品油烯合酶催化生成。,中 - 增强烟草松木香
METAB_00202,p-Cymene,metabolite,,C10H14,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,对伞花烃，由柠檬烯脱氢生成，具有辛香和柑橘香。,中 - 增强烟草辛香
METAB_00203,"1,8-Cineole (Eucalyptol)",metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,"1,8-桉叶油醇，由柠檬烯或α-萜品醇环氧化生成，具有桉树香和清凉感。",中高 - 增强烟草清凉感
METAB_00204,Citronellal,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香茅醛，由香茅醇氧化或香叶醇还原生成，具有柠檬香和清凉感。,中高 - 增强烟草柠檬香
METAB_00205,Geranial,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香叶醛(柠檬醛a)，由香叶醇氧化生成，具有柠檬香。,中高 - 增强烟草柠檬香
METAB_00206,Neral,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,橙花醛(柠檬醛b)，香叶醛的顺式异构体。,中高 - 增强烟草柠檬香
METAB_00207,Citronellyl acetate,metabolite,,C12H22O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,香茅醇乙酸酯，由香茅醇和乙酰CoA酯化生成。,中 - 增强烟草花香和果香
METAB_00208,Geranyl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,香叶醇乙酸酯，由香叶醇和乙酰CoA酯化生成。,中 - 增强烟草花香和果香
METAB_00209,Neryl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,橙花醇乙酸酯，香叶醇乙酸酯的顺式异构体。,中 - 增强烟草花香和果香
METAB_00210,Linalyl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,芳樟醇乙酸酯，由芳樟醇和乙酰CoA酯化生成。,中 - 增强烟草花香和果香
METAB_00211,α-Terpinyl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,α-松油醇乙酸酯。,中 - 增强烟草松木香
METAB_00212,Bornyl acetate,metabolite,,C12H20O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,龙脑乙酸酯，由龙脑和乙酰CoA酯化生成。,中 - 增强烟草松木香和清凉感
METAB_00213,Borneol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,龙脑，由莰烯水合或樟脑还原生成，具有松木香和清凉感。,中 - 增强烟草松木香和清凉感
METAB_00214,Camphor,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,樟脑，由龙脑氧化生成，具有樟脑香和清凉感。,中 - 增强烟草樟脑香
METAB_00215,Isoborneol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,异龙脑，龙脑的异构体。,中 - 增强烟草松木香
METAB_00216,Carvone,metabolite,,C10H14O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香芹酮，由柠檬烯氧化生成，具有薄荷香和留兰香。,中 - 增强烟草薄荷香
METAB_00217,Carveol,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香芹醇，由柠檬烯羟基化生成，是香芹酮的前体。,中 - 香芹酮前体
METAB_00218,Dihydrocarveol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,二氢香芹醇，香芹醇的还原产物。,中 - 增强烟草薄荷香
METAB_00219,Pulegone,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,胡薄荷酮，由薄荷酮异构化生成，具有薄荷香。,中 - 增强烟草薄荷香
METAB_00220,Menthone,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,薄荷酮，由薄荷醇氧化生成，具有薄荷香。,中 - 增强烟草薄荷香
METAB_00221,Menthol,metabolite,,C10H20O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,薄荷醇，由胡薄荷酮还原生成，具有薄荷香和清凉感。,中高 - 增强烟草清凉感
METAB_00222,Menthyl acetate,metabolite,,C12H22O2,Terpenoid,Terpenoid (Monoterpenoid ester),Terpenoid (Monoterpenoid ester),Terpenoid,薄荷醇乙酸酯。,中 - 增强烟草薄荷香
METAB_00223,Verbenone,metabolite,,C10H14O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,马鞭草酮，由α-蒎烯氧化生成，具有松木香和薄荷香。,中 - 增强烟草松木香
METAB_00224,Verbenol,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,马鞭草醇，由α-蒎烯羟基化生成，是马鞭草酮的前体。,中 - 马鞭草酮前体
METAB_00225,Myrtenol,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,桃金娘烯醇，由α-蒎烯羟基化生成。,中 - 增强烟草松木香
METAB_00226,Myrtenal,metabolite,,C10H14O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,桃金娘烯醛，由桃金娘烯醇氧化生成。,中 - 增强烟草松木香
METAB_00227,Perillaldehyde,metabolite,,C10H14O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,紫苏醛，由柠檬烯氧化生成，具有紫苏香。,中 - 增强烟草辛香
METAB_00228,Perillyl alcohol,metabolite,,C10H16O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,紫苏醇，紫苏醛的还原产物。,中 - 紫苏醛前体
METAB_00229,β-Caryophyllene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-石竹烯，由FPP经石竹烯合酶催化生成，具有木香和辛香。,高 - 烟草木香和辛香的贡献者
METAB_00230,α-Humulene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-葎草烯，由FPP经葎草烯合酶催化生成，具有木香和辛香。,高 - 烟草木香和辛香的贡献者
METAB_00231,Caryophyllene oxide,metabolite,,C15H24O,Terpenoid,Terpenoid (Sesquiterpenoid oxide),Terpenoid (Sesquiterpenoid oxide),Terpenoid,石竹烯氧化物，由β-石竹烯环氧化生成，具有木香和辛香。,中高 - 增强烟草木香和辛香
METAB_00232,Nerolidol,metabolite,C02093,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,橙花叔醇，由FPP经橙花叔醇合酶催化生成，具有花香和木香。,高 - 烟草花香和木香的贡献者
METAB_00233,Farnesol,metabolite,C01439,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,金合欢醇，由FPP水解生成，是法尼基化反应的前体。,高 - 烟草花香和木香的贡献者
METAB_00234,Farnesal,metabolite,,C15H24O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,金合欢醛，由金合欢醇氧化生成。,中 - 金合欢醇代谢中间体
METAB_00235,α-Bisabolol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-甜没药醇，由FPP经甜没药醇合酶催化生成，具有花香和甜香。,中高 - 增强烟草花香和甜香
METAB_00236,α-Bisabolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-甜没药烯，α-甜没药醇的脱氧产物。,中 - 增强烟草花香
METAB_00237,β-Bisabolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-甜没药烯，α-甜没药烯的异构体。,中 - 增强烟草花香
METAB_00238,γ-Bisabolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,γ-甜没药烯。,中 - 增强烟草花香
METAB_00239,Zingiberene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,姜烯，由FPP经姜烯合酶催化生成，具有姜香。,中 - 增强烟草姜香
METAB_00240,β-Sesquiphellandrene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-倍半水芹烯，姜烯的异构体。,中 - 增强烟草姜香
METAB_00241,ar-Curcumene,metabolite,,C15H22,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,芳姜黄酮，由姜烯脱氢生成。,中 - 增强烟草姜香
METAB_00242,Valencene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,瓦伦西亚烯，由FPP经瓦伦西亚烯合酶催化生成，具有柑橘香。,中 - 增强烟草柑橘香
METAB_00243,Nootkatone,metabolite,,C15H22O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,诺卡酮，由瓦伦西亚烯氧化生成，具有葡萄柚香。,中高 - 增强烟草葡萄柚香
METAB_00244,Cadinol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,杜松醇，由FPP经杜松醇合酶催化生成，具有木香和辛香。,中 - 增强烟草木香
METAB_00245,δ-Cadinene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,δ-杜松烯，由FPP经杜松烯合酶催化生成。,中 - 增强烟草木香
METAB_00246,γ-Cadinene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,γ-杜松烯，δ-杜松烯的异构体。,中 - 增强烟草木香
METAB_00247,Germacrene D,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,大根香叶烯D，由FPP经大根香叶烯D合酶催化生成。,中 - 增强烟草木香和花香
METAB_00248,Germacrene A,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,大根香叶烯A。,中 - 增强烟草木香
METAB_00249,Germacrene B,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,大根香叶烯B。,中 - 增强烟草木香
METAB_00250,β-Elemene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-榄香烯，由大根香叶烯重排生成。,中 - 增强烟草木香
METAB_00251,δ-Elemene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,δ-榄香烯，β-榄香烯的异构体。,中 - 增强烟草木香
METAB_00252,Patchoulol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,广藿香醇，由FPP经广藿香醇合酶催化生成，具有广藿香。,中 - 增强烟草木香
METAB_00253,Patchoulene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,广藿香烯，广藿香醇的脱氧产物。,中 - 增强烟草木香
METAB_00254,Cedrol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,雪松醇，由FPP经雪松醇合酶催化生成，具有雪松木香。,中 - 增强烟草木香
METAB_00255,α-Cedrene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-雪松烯，雪松醇的脱氧产物。,中 - 增强烟草木香
METAB_00256,β-Cedrene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-雪松烯，α-雪松烯的异构体。,中 - 增强烟草木香
METAB_00257,Thujopsene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,罗汉柏烯，由FPP经罗汉柏烯合酶催化生成。,中 - 增强烟草木香
METAB_00258,Widdrol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,韦得醇，由FPP经韦得醇合酶催化生成。,中 - 增强烟草木香
METAB_00259,Longifolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,长叶烯，由FPP经长叶烯合酶催化生成，具有木香。,中 - 增强烟草木香
METAB_00260,Isolongifolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,异长叶烯，长叶烯的异构体。,中 - 增强烟草木香
METAB_00261,Copaene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,古巴烯，由FPP经古巴烯合酶催化生成。,中 - 增强烟草木香
METAB_00262,Ylangene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,依兰烯，古巴烯的异构体。,中 - 增强烟草木香
METAB_00263,α-Cubebene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-荜澄茄烯。,中 - 增强烟草木香
METAB_00264,β-Cubebene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-荜澄茄烯。,中 - 增强烟草木香
METAB_00265,α-Copaene oxide,metabolite,,C15H24O,Terpenoid,Terpenoid (Sesquiterpenoid oxide),Terpenoid (Sesquiterpenoid oxide),Terpenoid,α-古巴烯氧化物。,中 - 增强烟草木香
METAB_00266,Solavetivone,metabolite,,C15H22O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,茄酮草酮，由FPP经倍半萜合酶催化生成，具有木香和辛香。,中高 - 烟草特有倍半萜酮
METAB_00267,Vetispiradiene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,维提螺旋二烯，Solavetivone的前体。,中 - Solavetivone前体
METAB_00268,Capsidiol,metabolite,,C15H26O2,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,辣椒二醇，由维提螺旋二烯羟基化生成。,中 - 植物保卫素
METAB_00269,Rishitin,metabolite,,C15H24O2,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,日齐素，由FPP经倍半萜合酶催化生成。,中 - 植物保卫素
METAB_00270,Lubimin,metabolite,,C15H24O2,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,鲁比明，由维提螺旋二烯氧化生成。,中 - 植物保卫素
METAB_00271,Geranylacetone,metabolite,,C13H22O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,香叶基丙酮，由GGPP或番茄红素裂解生成，具有花香和果香。,高 - 烟草花香和果香的贡献者
METAB_00272,6-Methyl-5-hepten-2-one (MHO),metabolite,,C8H14O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,6-甲基-5-庚烯-2-酮(MHO)，由番茄红素或GGPP裂解生成，具有果香和青草香。,高 - 烟草果香和青草香的贡献者
METAB_00273,6-Methyl-5-hepten-2-ol,metabolite,,C8H16O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,6-甲基-5-庚烯-2-醇，MHO的还原产物。,中高 - 增强烟草果香
METAB_00274,Pseudoionone,metabolite,,C13H20O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,假紫罗兰酮，由香叶基丙酮异构化或GGPP裂解生成。,中 - 紫罗兰酮前体
METAB_00275,Geranylacetone epoxide,metabolite,,C13H22O2,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,香叶基丙酮环氧化物。,中 - 香气前体
METAB_00276,"6-Methyl-3,5-heptadien-2-one",metabolite,,C8H12O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,"6-甲基-3,5-庚二烯-2-酮，MHO的脱氢产物。",中 - 增强烟草果香
METAB_00277,Farnesylacetone,metabolite,,C18H30O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,金合欢基丙酮，由GGPP裂解生成。,中 - 增强烟草木香
METAB_00278,"Phytone (6,10,14-Trimethyl-2-pentadecanone)",metabolite,,C18H36O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,"植酮(6,10,14-三甲基-2-十五烷酮)，由植醇降解生成。",中高 - 增强烟草木香和甜香
METAB_00279,Phytadiene,metabolite,,C20H38,Terpenoid,Terpenoid (Diterpenoid),Terpenoid (Diterpenoid),Terpenoid,植二烯，由植醇脱水生成，是新植二烯的异构体。,高 - 提升烟气醇和度
METAB_00280,Pristane,metabolite,,C19H40,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,鲨烯烷，由植醇脱羧和还原生成。,中 - 代谢中间体
METAB_00281,Phytanic acid,metabolite,,C20H40O2,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,植烷酸，由植醇氧化生成。,中 - 代谢中间体
METAB_00282,Squalene,metabolite,C00733,C30H50,Terpenoid,Terpenoid (Triterpenoid),Terpenoid (Triterpenoid),Terpenoid,角鲨烯，由两分子FPP缩合生成，是三萜和甾醇的前体。,中高 - 三萜和甾醇前体
METAB_00283,β-Sitosterol,metabolite,,C29H50O,Terpenoid,Terpenoid (Phytosterol),Terpenoid (Phytosterol),Terpenoid,β-谷甾醇，由角鲨烯经环阿乔醇途径生成，是植物甾醇的主要成分。,中 - 植物甾醇
METAB_00284,Stigmasterol,metabolite,,C29H48O,Terpenoid,Terpenoid (Phytosterol),Terpenoid (Phytosterol),Terpenoid,豆甾醇，由β-谷甾醇脱氢生成。,中 - 植物甾醇
METAB_00285,Campesterol,metabolite,,C28H48O,Terpenoid,Terpenoid (Phytosterol),Terpenoid (Phytosterol),Terpenoid,菜油甾醇，由环阿乔醇途径生成。,中 - 植物甾醇
METAB_00286,Cholesterol,metabolite,,C27H46O,Terpenoid,Terpenoid (Sterol),Terpenoid (Sterol),Terpenoid,胆固醇，由植物甾醇脱甲基生成。,中 - 甾醇
METAB_00287,Ethyl acetate,metabolite,,C4H8O2,Ester,Ester,Ester,Ester,乙酸乙酯，由乙醇和乙酰CoA酯化生成，是烟草果香的重要贡献者。,极高 - 烟草果香和溶剂香的核心成分
METAB_00288,Ethyl butyrate,metabolite,,C6H12O2,Ester,Ester,Ester,Ester,丁酸乙酯，由丁酰CoA和乙醇酯化生成，具有果香。,高 - 烟草果香的贡献者
METAB_00289,Ethyl hexanoate,metabolite,,C8H16O2,Ester,Ester,Ester,Ester,己酸乙酯，由己酰CoA和乙醇酯化生成，具有果香和甜香。,高 - 烟草果香和甜香的贡献者
METAB_00290,Ethyl octanoate,metabolite,,C10H20O2,Ester,Ester,Ester,Ester,辛酸乙酯，由辛酰CoA和乙醇酯化生成，具有果香和蜡香。,高 - 烟草果香和蜡香的贡献者
METAB_00291,Ethyl decanoate,metabolite,,C12H24O2,Ester,Ester,Ester,Ester,癸酸乙酯，由癸酰CoA和乙醇酯化生成，具有果香和蜡香。,中高 - 增强烟草果香和蜡香
METAB_00292,Ethyl dodecanoate,metabolite,,C14H28O2,Ester,Ester,Ester,Ester,月桂酸乙酯，由月桂酰CoA和乙醇酯化生成。,中 - 增强烟草蜡香
METAB_00293,Ethyl tetradecanoate (Ethyl myristate),metabolite,,C16H32O2,Ester,Ester,Ester,Ester,肉豆蔻酸乙酯。,中 - 增强烟草蜡香
METAB_00294,Ethyl hexadecanoate (Ethyl palmitate),metabolite,,C18H36O2,Ester,Ester,Ester,Ester,棕榈酸乙酯。,中 - 增强烟草蜡香
METAB_00295,Ethyl octadecanoate (Ethyl stearate),metabolite,,C20H40O2,Ester,Ester,Ester,Ester,硬脂酸乙酯。,中 - 增强烟草蜡香
METAB_00296,Ethyl oleate,metabolite,,C20H38O2,Ester,Ester,Ester,Ester,油酸乙酯。,中 - 增强烟草蜡香
METAB_00297,Ethyl linoleate,metabolite,,C20H36O2,Ester,Ester,Ester,Ester,亚油酸乙酯。,中 - 增强烟草蜡香
METAB_00298,Ethyl lactate,metabolite,,C5H10O3,Ester,Ester,Ester,Ester,乳酸乙酯，由乳酸和乙醇酯化生成，具有果香和奶香。,高 - 烟草果香和奶香的贡献者
METAB_00299,Ethyl 3-hydroxybutyrate,metabolite,,C6H12O3,Ester,Ester,Ester,Ester,3-羟基丁酸乙酯，由3-羟基丁酰CoA和乙醇酯化生成。,中 - 增强烟草果香
METAB_00300,Ethyl 2-methylbutyrate,metabolite,,C7H14O2,Ester,Ester,Ester,Ester,2-甲基丁酸乙酯，由2-甲基丁酰CoA和乙醇酯化生成，具有果香。,高 - 烟草果香的贡献者
METAB_00301,Ethyl 3-methylbutyrate,metabolite,,C7H14O2,Ester,Ester,Ester,Ester,3-甲基丁酸乙酯，由3-甲基丁酰CoA和乙醇酯化生成，具有果香。,高 - 烟草果香的贡献者
METAB_00302,Ethyl 2-methylpropanoate (Ethyl isobutyrate),metabolite,,C6H12O2,Ester,Ester,Ester,Ester,2-甲基丙酸乙酯(异丁酸乙酯)。,中高 - 增强烟草果香
METAB_00303,Ethyl pyruvate,metabolite,,C5H8O3,Ester,Ester,Ester,Ester,丙酮酸乙酯。,中 - 增强烟草甜香
METAB_00304,Ethyl acetoacetate,metabolite,,C6H10O3,Ester,Ester,Ester,Ester,乙酰乙酸乙酯。,中 - 增强烟草果香
METAB_00305,Isoamyl acetate,metabolite,,C7H14O2,Ester,Ester,Ester,Ester,异戊醇乙酸酯(乙酸异戊酯)，由异戊醇和乙酰CoA酯化生成，具有香蕉香。,极高 - 烟草香蕉香和果香的核心成分
METAB_00306,Isobutyl acetate,metabolite,,C6H12O2,Ester,Ester,Ester,Ester,异丁醇乙酸酯(乙酸异丁酯)，由异丁醇和乙酰CoA酯化生成。,高 - 增强烟草果香
METAB_00307,Hexyl acetate,metabolite,,C8H16O2,Ester,Ester,Ester,Ester,己醇乙酸酯(乙酸己酯)，由己醇和乙酰CoA酯化生成，具有果香。,高 - 烟草果香的贡献者
METAB_00308,Heptyl acetate,metabolite,,C9H18O2,Ester,Ester,Ester,Ester,庚醇乙酸酯。,中 - 增强烟草果香
METAB_00309,Octyl acetate,metabolite,,C10H20O2,Ester,Ester,Ester,Ester,辛醇乙酸酯。,中 - 增强烟草果香
METAB_00310,Nonyl acetate,metabolite,,C11H22O2,Ester,Ester,Ester,Ester,壬醇乙酸酯。,中 - 增强烟草果香
METAB_00311,Decyl acetate,metabolite,,C12H24O2,Ester,Ester,Ester,Ester,癸醇乙酸酯。,中 - 增强烟草蜡香
METAB_00312,Phenylpropyl acetate,metabolite,,C11H14O2,Ester,Ester,Ester,Ester,苯丙醇乙酸酯。,中 - 增强烟草花香
METAB_00313,Cinnamyl acetate,metabolite,,C11H12O2,Ester,Ester,Ester,Ester,肉桂醇乙酸酯。,中 - 增强烟草甜香和花香
METAB_00314,Methyl benzoate,metabolite,,C8H8O2,Ester,Ester,Ester,Ester,苯甲酸甲酯，由苯甲酸甲基化生成，具有花香和果香。,中高 - 增强烟草花香和果香
METAB_00315,Ethyl benzoate,metabolite,,C9H10O2,Ester,Ester,Ester,Ester,苯甲酸乙酯，由苯甲酸和乙醇酯化生成。,中高 - 增强烟草花香和果香
METAB_00316,Methyl anthranilate,metabolite,,C8H9NO2,Ester,Ester,Ester,Ester,邻氨基苯甲酸甲酯，由邻氨基苯甲酸甲基化生成，具有葡萄香。,高 - 烟草葡萄香的贡献者
METAB_00317,Ethyl anthranilate,metabolite,,C9H11NO2,Ester,Ester,Ester,Ester,邻氨基苯甲酸乙酯。,中 - 增强烟草葡萄香
